ID,Relationship_Status,Income,Children,Kidhome,Teenhome,Enroll_Age,Wines,Fruits,Meat,Fish,Sweets,Gold,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,NumWebVisitsMonth,Age,Family_Size,CampAccepted,Education,spend_per_unit_income,labels
8692,1,43462.0,2,1,1,10,90,17,97,15,6,15,0,0,0,0,0,0,4,1,5,6,8,70,4,0,1.0,0.005522065252404399,0
448,0,54880.0,1,1,0,9,308,85,137,102,45,118,0,0,0,0,0,0,6,2,11,2,5,44,2,0,3.0,0.014486151603498542,2
8314,1,79908.0,0,0,0,9,557,129,761,29,185,111,0,0,0,0,1,0,5,6,7,1,2,40,2,1,1.0,0.022175501827101166,1
8420,1,15315.0,0,0,0,9,7,4,13,15,8,17,0,0,0,0,0,0,2,0,4,2,5,52,2,0,2.0,0.004178909565785178,0
3174,1,87771.0,1,0,1,9,1492,38,287,50,57,33,1,1,0,1,1,1,5,10,4,1,6,63,3,4,1.0,0.022296658349568763,1
7685,1,33039.0,1,1,0,9,30,8,12,8,8,12,0,0,0,0,0,0,2,0,4,1,5,44,3,0,1.0,0.002360846272586943,0
3179,0,81741.0,0,0,0,9,249,153,940,58,134,38,0,0,0,0,0,0,6,6,7,0,2,42,1,0,1.0,0.01923147502477337,2
9780,1,71499.0,1,0,1,9,465,25,132,136,0,37,0,0,0,0,0,0,8,3,13,2,4,51,3,0,2.0,0.011119036629882936,0
10681,1,62466.0,1,0,1,8,129,129,259,168,121,83,0,0,0,0,0,0,6,3,12,5,4,52,3,0,2.0,0.01423174206768482,0
10232,0,48799.0,1,0,1,9,174,18,81,28,6,24,0,0,0,0,0,0,3,2,7,3,3,59,2,0,3.0,0.006782925879628681,2
4184,1,52157.0,1,0,1,8,189,2,29,3,2,40,0,0,0,0,0,0,3,2,5,2,4,72,3,0,3.0,0.005080813697106812,0
9120,0,66565.0,1,0,1,10,747,10,161,65,40,42,0,0,0,0,0,0,4,2,9,4,8,60,2,0,1.0,0.015999399083602494,2
891,1,29298.0,2,1,1,9,6,0,2,2,0,1,0,0,0,0,0,0,1,0,2,1,5,71,4,0,2.0,0.00037545224930029354,0
10381,0,47691.0,1,0,1,9,14,0,3,0,0,4,0,0,0,0,0,0,1,0,2,1,6,43,2,0,1.0,0.00044033465433729633,2
3525,1,38200.0,2,1,1,10,12,0,4,0,0,1,0,0,0,0,0,0,1,0,2,1,7,52,4,0,1.0,0.0004450261780104712,0
6818,1,44989.0,1,0,1,10,98,0,106,49,10,106,0,0,0,0,0,0,5,1,5,5,6,48,3,0,1.0,0.008202004934539554,0
3526,1,38443.0,2,1,1,8,32,0,5,0,0,1,0,0,0,0,0,0,1,0,3,2,7,54,4,0,3.0,0.0009884764456468019,0
8181,0,38593.0,1,1,0,9,51,12,49,17,24,24,0,0,0,0,0,0,4,1,3,3,8,44,2,0,2.0,0.004586323944756821,2
1029,1,64413.0,1,0,1,9,200,5,44,0,10,20,0,0,0,0,0,0,5,1,5,1,5,52,3,0,3.0,0.00433142378091379,0
7369,1,36959.0,1,1,0,9,25,6,25,6,0,0,0,0,0,0,0,0,2,0,3,2,8,41,3,0,2.0,0.0016775345653291486,0
2574,1,61996.0,1,0,1,9,1050,12,144,0,0,24,1,1,0,1,0,1,6,4,8,3,5,45,3,3,3.0,0.01983998967675334,1
8159,1,51287.0,2,1,1,8,117,0,22,13,0,30,0,0,0,0,0,0,4,1,3,3,7,54,4,0,1.0,0.003548657554545986,0
1160,1,13260.0,2,1,1,9,9,4,17,10,2,7,0,0,0,0,0,0,3,0,3,4,8,52,4,0,1.0,0.0036953242835595776,0
10242,1,47472.0,2,1,1,9,56,0,11,0,0,8,0,0,0,0,0,0,2,0,4,2,5,56,4,0,3.0,0.0015798786653185035,0
5253,1,54603.0,2,1,1,9,145,13,46,17,2,4,0,0,0,0,0,0,4,2,4,6,7,66,4,0,2.0,0.004157280735490724,0
5966,1,45207.0,2,1,1,10,203,0,10,0,0,2,0,0,0,1,0,0,3,1,6,5,6,48,4,1,3.0,0.0047559006348574335,0
5314,1,40689.0,1,0,1,9,270,3,27,39,6,99,0,0,0,0,0,0,7,1,5,7,8,71,3,0,1.0,0.010912040109120402,0
5081,1,47821.0,2,1,1,9,9,0,16,6,6,10,0,0,0,0,0,0,1,0,3,1,8,55,4,0,2.0,0.0009828318102925494,0
5123,1,27450.0,0,0,0,9,37,12,23,8,11,52,0,0,0,0,0,0,2,1,3,1,7,71,2,0,2.0,0.0052094717668488165,0
5756,1,39453.0,1,1,0,8,46,0,7,0,0,2,0,0,0,0,0,0,2,0,3,2,6,39,3,0,1.0,0.0013940638227764681,0
8036,1,26850.0,2,1,1,8,31,1,13,7,2,9,0,0,0,0,0,0,2,1,4,4,4,51,4,0,2.0,0.0023463687150837987,0
9058,0,79800.0,0,0,0,10,1060,21,530,32,0,224,1,0,1,0,1,1,5,11,5,1,3,67,1,3,1.0,0.02339598997493734,1
5057,1,61794.0,1,0,1,9,264,47,188,54,47,11,0,0,0,0,0,0,4,4,10,2,2,61,3,0,2.0,0.00988769136162087,0
254,1,53863.0,1,0,1,8,399,4,30,6,4,30,0,0,0,1,0,0,7,1,7,3,7,67,3,1,1.0,0.008781538347288492,0
4179,1,24221.0,0,0,0,9,8,9,9,2,5,22,0,0,0,0,0,0,1,1,3,1,4,63,2,0,1.0,0.0022707567813054787,0
3710,0,39684.0,1,1,0,10,19,0,35,6,4,17,0,0,0,0,0,1,2,1,2,2,7,38,2,0,3.0,0.002041124886604173,2
7627,1,92163.0,0,0,0,10,817,183,797,106,163,20,1,0,0,0,1,1,5,11,5,0,2,47,2,2,2.0,0.02263381183338216,1
4501,0,69882.0,0,0,0,9,292,127,635,132,127,165,0,0,0,0,0,0,3,7,9,1,1,57,1,0,2.0,0.0211499384677027,2
6424,1,33178.0,1,1,0,8,12,6,2,11,2,16,0,0,0,0,0,0,1,0,3,1,4,45,3,0,1.0,0.0014768822713846525,0
3075,1,59973.0,0,0,0,9,130,30,168,20,34,0,0,0,0,0,0,0,3,4,7,1,1,50,2,0,3.0,0.0063695329564970905,0
4992,1,17459.0,1,1,0,9,6,4,16,3,10,30,0,0,0,0,0,1,3,1,2,3,7,47,3,0,2.0,0.0039521163869637435,0
5252,0,23910.0,1,1,0,10,16,12,18,7,1,13,0,0,0,0,0,0,2,0,3,1,7,53,2,0,1.0,0.0028021748222501045,2
7444,1,42169.0,2,1,1,9,19,0,9,0,0,2,0,0,0,0,0,0,1,0,3,2,8,53,4,0,2.0,0.0007114230833076431,0
6919,1,26224.0,1,1,0,9,4,7,15,13,9,15,0,0,0,0,0,0,2,1,3,3,6,44,3,0,2.0,0.002402379499694936,0
3537,1,31089.0,1,1,0,10,31,3,31,2,8,4,0,0,0,0,0,0,3,0,4,3,8,41,3,0,1.0,0.002541091704461385,0
10277,0,30081.0,1,0,1,9,36,0,2,0,0,4,0,0,0,0,0,0,1,0,3,1,7,61,2,0,1.0,0.0013962301785180014,2
2453,1,62807.0,1,0,1,10,526,28,135,10,21,99,0,0,0,0,0,0,5,3,12,3,5,62,3,0,1.0,0.013039947776521725,0
7972,0,72906.0,0,0,0,9,400,32,519,71,75,54,0,0,0,0,0,0,3,4,9,1,1,67,1,0,1.0,0.015787452335884564,2
895,1,61467.0,2,0,2,10,410,16,114,0,5,49,0,0,0,0,0,0,5,2,10,3,5,74,4,0,3.0,0.009663721997169212,0
1177,1,49618.0,2,1,1,9,80,3,26,4,2,14,0,0,0,0,0,0,3,1,3,4,7,56,4,0,2.0,0.002599862952960619,0
7141,0,21888.0,1,1,0,10,88,10,46,2,3,64,0,0,0,0,0,1,5,1,2,4,10,36,2,0,2.0,0.009731359649122808,2
7232,0,42429.0,1,0,1,8,55,0,6,2,0,4,0,0,0,0,0,0,1,1,3,2,5,49,2,0,1.0,0.0015791086285323716,2
8477,0,26150.0,3,2,1,9,5,1,13,3,5,1,0,0,0,0,0,0,1,0,3,1,7,66,4,0,1.0,0.0010707456978967496,2
2457,1,30801.0,1,0,1,10,8,4,5,15,2,11,0,0,0,0,0,0,1,0,3,2,7,47,3,0,0.0,0.0014609915262491478,0
988,1,81168.0,0,0,0,8,410,0,592,147,22,22,1,0,0,0,0,0,6,4,7,1,3,57,2,1,1.0,0.014697910506603587,0
7930,0,26877.0,0,0,0,9,101,13,76,20,18,40,0,0,0,0,0,0,3,1,6,2,6,53,1,0,2.0,0.009971350969230196,2
4587,0,45006.0,0,0,0,9,162,25,53,16,0,10,0,0,0,0,0,0,3,1,7,1,3,78,1,0,2.0,0.005910323068035373,2
6682,1,18978.0,1,1,0,10,2,8,1,4,7,15,0,0,0,0,0,0,1,0,3,1,8,49,3,0,0.0,0.0019496258826009064,0
6222,1,22574.0,3,2,1,9,25,0,8,2,0,2,0,0,0,0,0,0,2,0,3,2,7,55,5,0,1.0,0.0016390537786834412,0
10299,0,48240.0,0,0,0,10,389,91,248,64,49,41,0,0,0,0,0,1,6,3,13,3,5,53,1,0,3.0,0.01828358208955224,1
3083,1,45837.0,2,1,1,9,215,13,87,17,17,24,0,0,0,0,0,0,6,2,5,5,7,48,4,0,1.0,0.00813753081571656,0
8953,0,35791.0,3,2,1,9,27,0,5,0,0,3,0,0,0,0,0,0,1,0,3,2,8,57,4,0,2.0,0.0009778994719342852,2
1503,1,162397.0,2,1,1,9,85,1,16,2,1,2,0,0,0,0,0,0,0,0,1,0,1,46,4,0,3.0,0.0006588791664870657,0
8650,0,54162.0,2,1,1,9,5,6,10,6,5,10,0,0,0,0,0,0,1,0,3,1,4,44,3,0,1.0,0.000775451423507256,2
10862,1,30522.0,1,0,1,10,179,8,83,19,11,26,0,0,0,0,0,0,1,2,9,5,2,62,3,0,2.0,0.010680820391848502,0
2782,1,54456.0,1,0,1,9,352,0,27,10,0,15,0,0,0,0,0,0,6,1,7,3,6,61,3,0,3.0,0.007418833553694726,0
6941,0,31632.0,0,0,0,9,17,8,12,11,15,32,0,0,0,0,0,0,2,1,2,1,7,51,1,0,1.0,0.0030032878098128477,2
10972,0,72298.0,0,0,0,8,625,35,169,58,17,35,0,0,0,1,1,0,4,3,6,1,1,73,1,2,1.0,0.012987911145536529,1
10708,0,36975.0,1,1,0,9,10,6,11,0,4,2,0,0,0,0,0,0,1,0,3,1,7,44,2,0,2.0,0.0008924949290060852,2
6583,1,72635.0,0,0,0,9,390,22,323,104,35,107,1,0,0,0,0,0,6,8,6,1,3,67,2,1,2.0,0.013505885592345288,0
3641,1,13624.0,1,1,0,9,10,2,15,2,1,6,0,0,0,0,0,0,2,0,3,2,6,46,3,0,1.0,0.0026423957721667646,0
10156,0,84196.0,1,0,1,9,215,63,507,231,31,190,0,0,0,0,0,0,8,4,7,1,3,47,2,0,1.0,0.014691909354363628,2
4299,1,70971.0,1,0,1,10,1001,17,572,93,125,17,0,0,0,0,0,1,11,11,5,7,7,62,3,0,1.0,0.025714728551098336,1
3469,0,34487.0,2,1,1,10,19,18,33,24,1,8,0,0,0,0,0,0,3,0,3,3,9,45,3,0,3.0,0.0029866326441847653,2
5063,0,28769.0,1,1,0,10,41,5,129,10,3,3,0,0,0,0,0,0,4,1,4,3,9,45,2,0,1.0,0.006639090687893218,2
10727,1,69084.0,1,1,0,9,1181,107,199,39,30,30,0,0,0,0,0,0,7,3,13,2,8,52,3,0,3.0,0.022957558913786116,0
9624,1,65488.0,0,0,0,8,603,45,207,36,18,54,0,0,0,0,0,0,3,4,6,1,1,64,2,0,3.0,0.01470498411922795,0
5156,1,62466.0,1,0,1,8,129,129,259,168,121,83,0,0,0,0,0,0,6,3,12,5,4,52,3,0,2.0,0.01423174206768482,0
4376,0,32218.0,0,0,0,8,10,24,15,13,1,30,0,0,1,0,0,1,2,1,3,1,7,62,1,1,2.0,0.002886585138742318,2
8923,0,83917.0,0,0,0,9,514,22,732,42,198,79,0,0,0,0,0,1,6,7,7,1,3,49,1,0,1.0,0.018911543548982925,1
8461,0,46102.0,3,2,1,8,14,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,7,60,4,0,1.0,0.0003470565268318077,2
6945,0,84574.0,0,0,0,9,387,20,713,38,54,163,0,0,0,0,0,0,9,11,11,1,5,70,1,0,1.0,0.01625795161633599,2
944,1,56181.0,1,0,1,9,121,103,69,8,44,48,0,0,0,0,0,0,4,2,7,1,4,60,3,0,1.0,0.006995247503604422,0
1907,0,63120.0,1,0,1,10,965,69,279,54,41,69,0,0,0,0,0,1,8,4,9,5,7,72,2,0,2.0,0.023399873257287707,1
701,1,73691.0,1,0,1,9,707,21,250,85,43,73,0,0,1,0,0,0,6,2,8,2,2,51,3,1,1.0,0.015999240070022118,0
3856,1,63381.0,1,0,1,10,571,50,142,33,50,159,0,0,0,0,0,0,4,5,13,4,2,62,3,0,1.0,0.015856486959814457,0
4149,1,76140.0,0,0,0,8,586,66,653,17,0,26,0,0,0,0,0,0,5,9,6,1,2,74,2,0,3.0,0.017704229051746782,0
2131,0,62859.0,1,0,1,10,1063,89,102,16,12,25,0,0,0,0,0,0,9,4,6,4,6,63,2,0,3.0,0.02079256749232409,2
2942,0,45906.0,1,0,1,9,305,3,27,4,3,144,0,0,1,0,0,0,5,4,4,2,5,58,2,1,1.0,0.010586851391974905,2
1173,1,77632.0,0,0,0,9,1200,105,758,0,42,147,0,0,0,1,1,1,4,2,6,1,2,75,2,2,2.0,0.029008656224237428,1
4381,1,46463.0,2,1,1,9,163,2,40,8,11,11,0,0,0,0,0,0,3,1,6,7,6,51,4,0,3.0,0.0050577879172675035,0
4611,1,105471.0,0,0,0,9,1009,181,104,202,21,207,1,0,0,0,1,1,9,8,13,0,3,52,2,2,1.0,0.01634572536526628,1
3376,0,55282.0,1,1,0,9,125,6,73,8,4,19,0,0,0,0,0,0,3,1,6,1,4,52,2,0,2.0,0.004250931587135053,2
4679,1,78710.0,1,0,1,8,721,0,152,119,50,50,0,0,0,0,0,0,7,6,12,3,4,45,3,0,2.0,0.013873713632321179,0
10928,1,66886.0,1,0,1,9,315,4,62,41,31,146,0,0,0,0,0,0,7,1,7,2,5,64,3,0,1.0,0.008955536285620309,0
4248,0,98777.0,0,0,0,8,1000,19,711,125,115,38,0,0,0,1,0,0,4,6,9,0,1,62,1,1,2.0,0.020328619010498396,2
6728,1,29103.0,1,1,0,10,16,0,17,6,3,6,0,0,0,0,0,0,1,0,3,2,9,37,3,0,1.0,0.0016493145036594165,0
6661,1,67445.0,1,0,1,10,757,80,217,29,80,11,0,0,0,0,0,0,9,6,12,5,6,48,3,0,1.0,0.01740677589146712,0
4725,1,50616.0,1,0,1,8,30,2,25,0,1,9,0,0,0,0,0,0,1,1,4,1,2,72,3,0,3.0,0.0013236921131657973,0
3277,0,49431.0,1,0,1,10,219,3,100,26,0,17,0,0,0,0,0,0,7,1,5,2,8,67,2,0,1.0,0.0073840302644089745,2
5555,0,153924.0,0,0,0,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47,1,0,1.0,3.898027598035394e-05,2
2564,1,61278.0,1,0,1,8,111,3,28,2,6,15,0,0,0,0,0,0,3,1,4,2,6,69,3,0,1.0,0.0026926466268481345,0
946,1,26490.0,0,0,0,10,45,47,52,21,20,25,0,0,0,0,0,0,3,1,5,2,6,64,2,0,2.0,0.007927519818799546,0
3867,1,73059.0,1,0,1,9,410,112,420,0,82,71,0,0,0,0,0,0,9,3,13,1,4,75,3,0,3.0,0.014987886502689608,0
6940,0,46734.0,3,1,2,9,100,1,39,6,1,76,0,0,1,0,0,0,3,2,3,4,6,56,4,1,3.0,0.004771686566525442,2
55,1,56253.0,1,0,1,10,509,0,65,7,11,5,0,0,0,0,0,0,7,2,9,4,6,59,3,0,1.0,0.010612767319076316,0
7093,1,19986.0,1,1,0,9,3,6,5,0,2,6,0,0,0,0,0,0,0,0,3,1,7,37,3,0,1.0,0.0011007705393775644,0
5084,0,58330.0,1,0,1,9,445,53,213,104,98,151,0,0,0,0,0,0,6,4,13,1,4,47,2,0,1.0,0.018241042345276872,2
1777,1,25965.0,0,0,0,10,2,2,11,41,7,11,0,0,0,0,0,0,2,0,3,1,8,42,2,0,0.0,0.00284999037165415,0
8162,1,14661.0,0,0,0,9,4,1,11,6,2,2,0,0,0,0,0,0,1,0,3,1,6,66,2,0,2.0,0.0017734124548120865,0
10826,1,18690.0,0,0,0,10,6,1,7,23,4,19,0,0,0,0,0,0,1,1,2,1,8,63,2,0,1.0,0.0032102728731942215,0
8754,1,45068.0,1,0,1,9,14,0,3,0,0,3,0,0,0,0,0,0,1,0,2,1,7,48,3,0,3.0,0.0004437738528445904,0
1987,0,21063.0,1,1,0,9,1,10,11,19,3,15,0,0,0,0,0,0,2,0,3,2,6,35,2,0,0.0,0.0028011204481792717,2
11007,1,29187.0,1,1,0,9,26,0,6,0,0,2,0,0,0,0,0,0,1,0,3,1,8,54,3,0,3.0,0.0011649021824785006,0
7426,1,54690.0,2,1,1,9,111,16,37,7,9,18,0,0,0,0,0,0,3,1,5,3,3,51,4,0,2.0,0.0036204059243006032,0
9153,1,59304.0,1,0,1,9,418,61,428,80,51,10,0,0,0,0,0,0,7,8,10,3,5,58,3,0,3.0,0.017671657898286793,0
10379,0,59247.0,2,0,2,9,327,9,122,19,14,83,0,0,0,0,0,0,5,2,9,5,6,60,3,0,2.0,0.009688254257599541,2
9204,0,66731.0,1,0,1,10,371,159,194,58,106,141,0,0,0,0,0,0,4,3,6,4,3,52,2,0,1.0,0.01542011958460086,2
3197,1,77353.0,1,0,1,9,275,59,107,69,101,59,0,0,0,0,0,0,6,4,8,2,4,42,3,0,1.0,0.008661590371414167,0
2920,0,52614.0,1,0,1,10,789,0,142,12,9,38,0,0,0,0,0,0,2,4,8,2,8,47,2,0,3.0,0.01881628463906945,2
6961,1,26751.0,2,2,0,8,1,1,5,0,3,1,0,0,0,0,0,0,1,0,2,1,8,48,4,0,1.0,0.0004111995813240627,0
4673,1,81300.0,1,0,1,10,1004,12,145,32,12,36,1,0,0,0,0,1,10,3,5,3,5,59,3,1,3.0,0.015264452644526446,1
9937,0,70337.0,0,0,0,8,187,81,149,25,43,91,0,0,0,0,0,0,2,2,12,1,1,43,1,0,1.0,0.008189146537384307,2
8779,1,36145.0,1,1,0,9,56,4,76,17,1,18,0,0,1,0,0,1,4,1,3,4,9,37,3,1,2.0,0.004758611149536589,0
9596,0,65295.0,0,0,0,9,365,32,117,34,110,6,0,0,0,0,0,0,3,3,13,1,2,42,1,0,3.0,0.010169231947316027,2
2891,0,68118.0,1,0,1,9,595,23,123,10,23,154,0,0,0,0,0,0,8,9,4,2,6,59,2,0,1.0,0.013623418186088846,2
4910,0,68743.0,0,0,0,10,1132,134,384,175,134,115,0,0,0,0,0,0,11,5,13,1,7,55,1,0,1.0,0.030170344616906448,2
75,1,41039.0,0,0,0,9,34,11,137,179,61,45,0,0,0,0,0,0,8,1,5,1,8,40,2,0,2.0,0.011379419576500401,0
10120,1,38946.0,1,0,1,9,116,6,82,6,6,41,0,0,0,0,0,0,3,1,6,2,5,67,3,0,1.0,0.006598880501206799,0
6327,1,65777.0,0,0,0,9,565,32,435,28,32,54,0,0,0,0,0,0,2,8,6,1,1,55,2,0,1.0,0.017422503306626938,0
10142,0,66476.0,1,0,1,9,372,18,126,47,48,78,0,0,0,0,0,0,5,2,11,2,4,46,2,0,3.0,0.01036464287863289,2
9826,0,86857.0,0,0,0,10,899,102,838,133,102,40,0,0,0,0,0,1,5,6,10,1,2,50,1,0,3.0,0.024338855820486546,1
1501,1,160803.0,0,0,0,10,55,16,1622,17,3,4,0,0,0,0,0,0,0,28,1,15,0,40,2,0,3.0,0.010677661486415054,0
10767,1,77845.0,0,0,0,8,760,40,480,0,40,26,1,0,0,0,1,0,3,5,12,1,1,33,2,2,3.0,0.017290770120110478,1
7279,1,69476.0,0,0,0,9,260,86,559,63,9,67,0,0,0,0,0,0,4,6,4,1,2,53,2,0,3.0,0.015026771834878232,0
7230,0,50611.0,1,0,1,10,459,0,24,6,0,4,0,0,0,1,0,1,4,5,7,6,6,62,2,1,3.0,0.009740965402778053,2
143,0,61209.0,0,0,0,9,466,0,224,119,49,99,0,0,0,0,0,0,5,3,4,1,2,52,1,0,1.0,0.015634955643777877,2
450,1,42315.0,1,0,1,9,67,15,80,17,11,80,0,0,0,0,0,0,1,4,4,3,3,64,3,0,2.0,0.006380716058135413,0
9316,1,13084.0,0,0,0,9,2,0,7,3,7,10,0,0,0,0,0,0,1,0,3,1,6,70,2,0,0.0,0.0022164475695505962,0
6379,0,47570.0,2,1,1,9,67,1,20,0,2,31,0,0,0,0,0,1,2,2,2,3,7,73,3,0,2.0,0.002543619928526382,2
9239,1,61923.0,2,0,2,9,92,4,18,3,3,6,0,0,0,0,0,0,2,1,4,1,3,61,4,0,2.0,0.0020347851363790516,0
8315,0,34824.0,0,0,0,8,4,2,11,2,0,4,0,0,0,0,0,0,1,0,2,1,6,27,1,0,1.0,0.000660464047783138,2
2868,0,26518.0,2,1,1,9,20,1,28,3,3,2,0,0,0,0,0,1,2,0,3,3,8,73,3,0,3.0,0.00214948336978656,2
10888,0,45938.0,0,0,0,9,273,11,178,62,83,29,0,0,0,0,0,0,8,4,6,2,6,61,1,0,1.0,0.013844747268056946,2
1277,1,78468.0,0,0,0,8,434,22,388,104,22,34,1,0,0,0,0,0,10,7,10,1,4,62,2,1,1.0,0.012795024723454148,0
9977,0,78901.0,1,0,1,9,321,11,309,33,26,34,0,0,0,0,0,0,9,3,5,3,4,49,2,0,1.0,0.009302797176208159,2
10196,1,71427.0,2,2,0,8,212,123,177,15,64,23,0,0,0,0,0,0,8,2,8,2,4,44,4,0,1.0,0.008596189116160556,0
6384,0,71022.0,1,0,1,8,909,12,278,0,12,242,0,0,1,0,0,0,5,2,11,3,8,44,2,1,1.0,0.020458449494522826,2
8029,0,90247.0,0,0,0,8,1184,32,352,21,16,16,1,0,0,1,1,1,3,4,7,1,1,34,1,3,2.0,0.017961815905237846,1
968,0,41335.0,1,1,0,9,112,19,21,16,14,5,0,0,0,0,0,0,4,1,4,3,7,54,2,0,2.0,0.0045240111285835246,2
6988,1,71952.0,1,1,0,9,656,80,455,52,107,93,0,0,1,0,1,0,8,4,8,2,4,36,3,2,1.0,0.020055036691127417,1
4472,0,35682.0,1,1,0,8,23,0,8,6,2,18,0,0,0,0,0,0,1,1,3,1,2,52,2,0,3.0,0.001597444089456869,2
6991,0,43185.0,1,0,1,9,537,6,42,16,6,30,0,0,0,0,0,0,9,3,6,2,8,71,2,0,1.0,0.014750492069005442,2
3336,1,66375.0,1,0,1,9,712,0,45,0,0,191,0,0,1,0,0,0,2,4,5,3,7,74,3,1,3.0,0.014282485875706215,0
4301,1,35178.0,1,1,0,9,23,1,13,2,2,18,0,0,1,0,0,1,1,1,2,1,7,51,3,1,2.0,0.0016771846040138723,0
1940,1,25252.0,1,1,0,9,1,3,4,2,2,6,0,0,0,0,0,0,1,0,2,1,8,36,3,0,1.0,0.0007128148265483922,0
1272,0,55250.0,1,0,1,10,664,58,83,32,0,66,0,0,0,0,0,0,7,5,10,4,5,57,2,0,2.0,0.016343891402714934,2
1388,0,33249.0,1,1,0,9,6,10,21,19,14,42,0,0,0,0,0,0,2,1,3,2,6,47,2,0,1.0,0.003368522361574784,2
1044,1,58398.0,0,0,0,9,299,5,201,21,21,49,0,0,0,0,0,0,5,4,8,3,4,69,2,0,1.0,0.010205828966745437,0
6969,1,50272.0,1,1,0,9,99,13,66,43,8,4,0,0,0,0,0,0,4,1,5,3,7,40,3,0,1.0,0.004634786760025461,0
10479,1,76618.0,0,0,0,10,749,40,294,121,160,147,0,0,0,0,0,0,3,2,5,1,1,47,2,0,3.0,0.0197212143360568,0
3619,0,87305.0,0,0,0,10,345,25,501,63,138,80,0,0,0,0,1,1,5,3,8,1,2,62,1,1,2.0,0.013195120554378329,1
1715,1,25851.0,1,1,0,9,9,4,18,7,5,5,0,0,0,0,0,0,2,0,3,2,7,44,3,0,1.0,0.0018567947081350818,0
10159,0,58710.0,1,0,1,9,440,81,368,0,122,174,0,0,0,0,0,0,11,5,9,6,6,52,2,0,1.0,0.0201839550332141,2
1463,0,45160.0,2,1,1,8,8,2,5,3,0,3,0,0,0,0,0,0,1,0,2,1,7,64,3,0,1.0,0.0004650132860938884,2
5114,1,74806.0,1,0,1,10,670,9,249,0,28,9,0,0,0,0,0,0,5,4,5,2,4,57,3,0,2.0,0.012900034756570328,0
4990,1,59111.0,0,0,0,9,524,0,134,28,28,155,0,0,0,0,0,0,11,1,8,1,7,68,2,0,1.0,0.014701155453299725,0
4329,1,18988.0,1,1,0,8,6,0,6,2,1,1,0,0,0,0,0,0,1,0,3,2,7,38,3,0,3.0,0.0008426374552348852,0
10936,1,72190.0,0,0,0,9,597,166,597,172,166,249,0,0,0,0,0,0,5,6,4,1,3,57,2,0,1.0,0.026970494528328025,0
4692,1,7500.0,1,1,0,10,7,0,12,13,7,32,0,0,1,0,0,1,4,1,2,5,9,46,3,1,1.0,0.009466666666666667,0
7212,1,44794.0,1,0,1,8,54,0,7,0,0,4,0,0,0,0,0,0,2,0,3,1,6,56,3,0,1.0,0.0014510871991784615,0
6086,1,80395.0,0,0,0,9,445,25,706,80,76,48,1,0,0,0,0,0,6,5,12,1,2,67,2,1,1.0,0.017165246594937497,1
437,0,75012.0,0,0,0,8,294,142,218,164,58,151,0,0,0,0,0,0,3,8,11,1,1,46,1,0,2.0,0.013691142750493254,2
11171,1,56962.0,3,2,1,9,292,3,77,10,3,26,0,0,0,0,0,0,6,3,5,7,7,57,5,0,2.0,0.007215336540149574,0
11101,1,89891.0,0,0,0,9,412,22,132,59,28,183,0,0,0,0,1,0,11,6,8,1,4,31,2,1,1.0,0.009300152406803796,1
5329,0,35946.0,2,1,1,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,5,73,3,0,3.0,0.00030601457742168806,2
610,1,53593.0,2,1,1,10,349,4,78,6,0,43,0,0,0,0,0,0,7,2,6,8,8,69,4,0,3.0,0.008956393558860298,0
9384,1,66373.0,2,1,1,9,328,9,124,12,24,109,0,0,0,0,0,0,4,2,10,7,3,44,4,0,1.0,0.009130218612990222,0
5956,0,45072.0,3,1,2,9,144,2,99,7,2,30,0,0,0,0,0,0,6,1,4,5,8,74,4,0,3.0,0.0063010294639687615,2
10430,0,89694.0,2,1,1,9,1126,28,211,37,28,42,1,0,0,1,1,0,4,3,4,3,5,49,3,3,1.0,0.01641135415969853,1
7875,1,72025.0,0,0,0,8,967,0,617,43,50,0,1,0,0,1,1,1,4,8,13,1,2,73,2,3,1.0,0.023283582089552238,1
7072,1,67432.0,1,0,1,9,432,79,341,177,136,170,0,0,0,0,0,0,8,5,4,2,4,49,3,0,1.0,0.0197977221497212,0
6255,1,70545.0,1,0,1,8,138,39,63,55,18,21,0,0,0,0,0,0,4,1,7,1,2,70,3,0,2.0,0.004734566588702247,0
6516,1,17487.0,1,1,0,9,0,0,1,7,4,6,0,0,0,0,0,0,1,0,2,1,7,33,3,0,0.0,0.001029336078229542,0
5564,1,62882.0,1,0,1,10,509,133,497,78,24,97,0,0,0,0,0,0,7,5,6,2,4,53,3,0,1.0,0.021277949174644574,0
5682,0,64108.0,1,0,1,9,948,10,86,13,21,21,0,0,0,0,0,0,6,9,11,4,5,69,2,0,3.0,0.017142946278155612,2
7458,1,34941.0,2,1,1,9,39,2,25,4,3,24,0,0,0,0,0,0,3,0,3,2,8,66,4,0,2.0,0.00277610829684325,0
5237,0,48767.0,3,1,2,8,28,1,21,3,0,10,0,0,0,0,0,0,2,1,3,3,5,72,4,0,3.0,0.0012918571985153894,2
